id,fecha,cantidad,tipo,cuentaOrigen,cuentaDestino,dateCreated,lastUpdated
12121,2022-12-15,5328.03734826425,TRANSFERENCIA,96150803,71163825,2022-09-24T22:21:19Z,2022-10-02T22:21:19Z
27118,2022-11-25,1158.3719748747776,RETIRO,76928889,74644603,2022-10-14T17:25:32Z,2022-10-17T17:25:32Z
68135,2020-06-20,3942.36116091438,RETIRO,79567495,64809619,2022-12-01T15:30:59Z,2022-12-06T15:30:59Z
36916,2021-02-04,3761.7380572945804,TRANSFERENCIA,59414800,35726166,2020-06-01T10:46:48Z,2020-06-26T10:46:48Z
54020,2021-03-17,5685.940819367689,TRANSFERENCIA,17323462,37863582,2022-02-01T18:47:38Z,2022-02-19T18:47:38Z
45487,2020-02-23,6683.090953877575,TRANSFERENCIA,56827688,92309556,2020-11-12T11:01:05Z,2020-12-09T11:01:05Z
7803,2022-02-18,8409.894121698379,RETIRO,44050238,79086989,2020-09-14T07:52:22Z,2020-09-17T07:52:22Z
54686,2022-12-13,4977.341655803953,DEPOSITO,47452994,81517682,2020-09-04T01:50:32Z,2020-09-27T01:50:32Z
29443,2021-08-08,3926.2969558786494,DEPOSITO,19479690,94227871,2022-11-15T06:16:21Z,2022-12-08T06:16:21Z
66182,2021-11-07,1448.325575612863,DEPOSITO,37795753,24358160,2020-08-30T21:06:12Z,2020-09-15T21:06:12Z
4040,2020-11-23,8050.181420247325,TRANSFERENCIA,62993962,79880594,2021-01-28T08:18:25Z,2021-02-19T08:18:25Z
88911,2022-05-01,7136.570350091454,TRANSFERENCIA,95367208,54154753,2020-06-16T05:50:18Z,2020-06-30T05:50:18Z
9636,2022-12-04,4092.6872005723067,DEPOSITO,43205149,59391631,2020-01-21T02:00:08Z,2020-01-24T02:00:08Z
22709,2021-09-22,5189.138776327268,TRANSFERENCIA,64766666,59575584,2020-03-21T01:55:19Z,2020-04-06T01:55:19Z
21864,2020-05-02,6655.176615674769,TRANSFERENCIA,94092234,71505614,2022-01-02T20:39:30Z,2022-01-23T20:39:30Z
88328,2020-04-06,1656.4078425769026,DEPOSITO,64406737,21452233,2021-03-27T12:45:41Z,2021-04-20T12:45:41Z
43700,2021-01-09,281.7059661351233,DEPOSITO,49000931,53434758,2021-09-25T15:50:58Z,2021-10-09T15:50:58Z
77159,2020-02-05,3181.8619548749875,TRANSFERENCIA,95467605,12099395,2021-06-21T03:54:09Z,2021-07-20T03:54:09Z
66298,2022-01-04,5959.894346165269,RETIRO,40245787,43324239,2022-09-27T18:32:11Z,2022-10-20T18:32:11Z
74676,2021-12-28,4871.194851901772,TRANSFERENCIA,69033519,85960029,2020-07-12T23:20:52Z,2020-07-30T23:20:52Z
20382,2022-12-03,6928.62072236264,RETIRO,42310454,85730099,2020-07-03T04:20:45Z,2020-07-22T04:20:45Z
33394,2022-12-31,8198.701157689607,RETIRO,35808328,21960138,2020-10-22T14:49:16Z,2020-11-19T14:49:16Z
59844,2022-09-18,4889.540242635457,RETIRO,80870778,56715739,2021-05-16T02:49:38Z,2021-06-04T02:49:38Z
77691,2021-08-26,1351.3275669410702,RETIRO,70079471,99439130,2021-12-03T06:06:41Z,2021-12-13T06:06:41Z
36152,2020-10-12,8507.77371799167,RETIRO,32359497,10837146,2020-03-12T18:56:10Z,2020-03-18T18:56:10Z
65113,2020-06-18,5754.153369468402,TRANSFERENCIA,22629899,61994345,2022-08-09T10:24:12Z,2022-08-12T10:24:12Z
2556,2022-01-20,7401.975433020878,DEPOSITO,61714224,69472452,2021-05-28T18:47:54Z,2021-06-24T18:47:54Z
81149,2020-12-23,7049.599889546833,RETIRO,31918480,75249083,2021-07-09T19:14:54Z,2021-08-02T19:14:54Z
53753,2021-09-27,9682.435595599105,RETIRO,41167426,77560349,2021-07-03T12:31:35Z,2021-07-11T12:31:35Z
96069,2020-01-21,2960.120150134781,RETIRO,16112456,71152944,2022-08-24T13:15:28Z,2022-09-01T13:15:28Z
60534,2022-02-21,7056.014660064828,TRANSFERENCIA,90694907,21774300,2020-11-11T20:14:45Z,2020-11-23T20:14:45Z
14708,2020-11-22,3663.1065679279236,DEPOSITO,94226446,60990397,2021-08-31T11:22:30Z,2021-09-10T11:22:30Z
32215,2020-07-13,3960.1531019772306,RETIRO,26516417,70575420,2022-02-24T22:22:06Z,2022-03-15T22:22:06Z
70842,2022-04-04,2313.6404202206277,RETIRO,88588909,47826447,2022-01-09T20:29:18Z,2022-01-30T20:29:18Z
96606,2020-02-28,3446.6616547520302,TRANSFERENCIA,60966720,36476398,2021-07-18T07:31:15Z,2021-08-04T07:31:15Z
13196,2020-02-05,9483.484549066048,RETIRO,54457720,15198329,2021-01-21T20:45:02Z,2021-02-10T20:45:02Z
73299,2022-10-15,2932.7827610065333,DEPOSITO,84806783,41985755,2022-03-18T20:17:46Z,2022-04-01T20:17:46Z
61402,2021-07-31,2467.4461535063015,DEPOSITO,15474463,61019176,2022-08-20T12:22:09Z,2022-09-01T12:22:09Z
36077,2022-05-05,5835.548404953482,RETIRO,25905852,39550752,2020-05-02T10:17:08Z,2020-05-25T10:17:08Z
94212,2020-10-20,2587.7792078501284,TRANSFERENCIA,77134846,82342189,2022-09-01T19:20:17Z,2022-09-19T19:20:17Z
98470,2022-04-25,4739.1233986870075,DEPOSITO,18410616,27353540,2020-12-21T20:02:52Z,2021-01-19T20:02:52Z
34184,2021-08-24,8343.420802996807,TRANSFERENCIA,84454713,31178713,2021-01-30T04:16:16Z,2021-02-28T04:16:16Z
50974,2021-07-06,2311.699139928684,DEPOSITO,38716115,68977548,2022-07-09T20:41:34Z,2022-07-22T20:41:34Z
76746,2022-11-04,4272.647207717361,DEPOSITO,27962995,30922028,2022-07-18T23:43:03Z,2022-08-05T23:43:03Z
97041,2022-08-31,6108.792452850119,RETIRO,36971232,47922107,2022-08-02T20:11:00Z,2022-08-12T20:11:00Z
7229,2022-08-20,5460.832956489119,DEPOSITO,96688874,81046570,2022-05-26T03:44:19Z,2022-06-05T03:44:19Z
60028,2022-03-08,9747.48514177822,RETIRO,36230340,55611967,2021-11-23T07:03:24Z,2021-12-17T07:03:24Z
57448,2021-08-21,6806.898841407999,DEPOSITO,31830353,51042740,2021-10-28T04:31:28Z,2021-11-11T04:31:28Z
46784,2020-01-12,7402.062958063914,DEPOSITO,61969117,21009421,2021-08-11T03:09:23Z,2021-08-19T03:09:23Z
99004,2020-07-03,9669.889920187665,DEPOSITO,81584230,57151540,2022-06-15T17:14:58Z,2022-07-12T17:14:58Z
88194,2020-12-24,4150.235872032925,RETIRO,95446361,98974514,2020-02-10T02:34:27Z,2020-03-08T02:34:27Z
14227,2022-05-31,3560.2443524599016,DEPOSITO,74039890,25078322,2020-09-02T16:29:45Z,2020-09-22T16:29:45Z
77494,2021-02-06,448.18567336616167,DEPOSITO,48981043,42448453,2022-05-04T21:08:13Z,2022-05-08T21:08:13Z
13597,2022-09-03,1850.201022123083,TRANSFERENCIA,52384212,24547685,2021-08-27T07:47:29Z,2021-09-21T07:47:29Z
82369,2020-11-20,2379.524424196242,TRANSFERENCIA,38601647,75252980,2020-07-05T12:32:02Z,2020-07-14T12:32:02Z
77529,2022-11-08,1843.2096260426715,DEPOSITO,46164649,56988254,2022-01-05T23:03:18Z,2022-01-20T23:03:18Z
30282,2020-09-27,7550.291093033679,RETIRO,55068700,87774300,2021-07-24T11:05:45Z,2021-08-21T11:05:45Z
48009,2020-11-08,5363.470982948355,TRANSFERENCIA,18096416,72928054,2022-07-19T11:21:14Z,2022-07-28T11:21:14Z
24531,2022-11-21,6679.661676570088,RETIRO,36060273,52510163,2020-08-19T10:09:10Z,2020-08-22T10:09:10Z
3468,2022-11-24,8206.416986785342,DEPOSITO,21910630,99057657,2022-11-20T22:31:13Z,2022-12-18T22:31:13Z
10717,2021-11-08,2315.4316734460876,TRANSFERENCIA,98116824,22685911,2021-05-14T01:10:31Z,2021-05-20T01:10:31Z
22902,2022-03-12,3265.9801588167766,RETIRO,57989870,51286573,2022-07-24T07:03:49Z,2022-08-08T07:03:49Z
60242,2021-08-03,7086.519067695603,RETIRO,67597422,32469694,2020-11-25T09:52:47Z,2020-11-27T09:52:47Z
29112,2020-02-25,3933.6618695856832,TRANSFERENCIA,65410887,51671262,2022-05-23T05:30:01Z,2022-05-28T05:30:01Z
68624,2021-06-25,302.416691609431,DEPOSITO,49412169,35875552,2021-08-25T03:27:14Z,2021-09-17T03:27:14Z
132,2021-11-11,4355.202638078511,DEPOSITO,53057084,51859944,2021-07-17T07:54:54Z,2021-07-19T07:54:54Z
62571,2021-12-13,9083.64813328999,TRANSFERENCIA,81157031,16366262,2020-01-09T00:21:24Z,2020-01-18T00:21:24Z
59865,2021-01-31,4096.124900812818,RETIRO,39843617,92551646,2022-01-28T14:08:28Z,2022-01-30T14:08:28Z
94011,2020-12-12,3329.1666752630426,TRANSFERENCIA,75565790,79809798,2022-05-08T08:22:43Z,2022-05-28T08:22:43Z
77526,2020-04-28,9895.355578620822,TRANSFERENCIA,93937251,83865733,2020-01-06T05:55:21Z,2020-01-18T05:55:21Z
1615,2020-04-04,6447.711486727761,TRANSFERENCIA,63790626,35789111,2021-02-10T18:20:11Z,2021-03-07T18:20:11Z
35696,2021-03-13,3666.3202844470966,DEPOSITO,70701671,74237279,2022-05-19T00:13:08Z,2022-06-03T00:13:08Z
90946,2021-06-05,1029.1751183244355,DEPOSITO,29920029,71041711,2021-04-15T01:02:58Z,2021-04-19T01:02:58Z
37709,2022-10-18,7880.615955014748,RETIRO,65271288,47981529,2020-08-19T05:28:22Z,2020-08-29T05:28:22Z
66828,2021-06-09,7083.668585542699,TRANSFERENCIA,99009814,20574241,2021-10-15T23:25:20Z,2021-11-05T23:25:20Z
91418,2020-02-25,9219.938834493163,TRANSFERENCIA,61688163,82811227,2020-08-02T23:26:07Z,2020-08-27T23:26:07Z
83304,2021-07-05,2180.583543979803,TRANSFERENCIA,26340469,30029328,2020-11-08T21:13:30Z,2020-11-13T21:13:30Z
58203,2020-12-31,1158.0942563824374,TRANSFERENCIA,58490539,37281040,2020-03-04T21:27:17Z,2020-03-31T21:27:17Z
4846,2021-06-28,7243.484538826546,DEPOSITO,64156719,57929679,2021-11-13T20:29:57Z,2021-11-18T20:29:57Z
21923,2020-10-19,2041.9244615669695,DEPOSITO,54648349,69752158,2022-11-26T10:51:56Z,2022-12-11T10:51:56Z
52223,2021-08-14,1769.2773395170661,RETIRO,81230332,58225698,2022-02-28T14:35:22Z,2022-03-28T14:35:22Z
76305,2020-10-01,3204.87528060676,RETIRO,14345430,68928197,2022-12-24T22:39:01Z,2023-01-03T22:39:01Z
68130,2020-09-15,8170.0831633695925,TRANSFERENCIA,46511581,60330696,2021-08-18T05:15:28Z,2021-08-26T05:15:28Z
56493,2022-10-19,5399.970685045211,RETIRO,31548677,71487334,2021-10-13T06:05:48Z,2021-11-11T06:05:48Z
99815,2022-05-06,468.0450474717869,TRANSFERENCIA,70309804,38206899,2020-03-12T11:42:51Z,2020-03-25T11:42:51Z
41769,2021-11-20,4644.307799846579,DEPOSITO,91740058,94508135,2020-11-19T05:18:22Z,2020-12-04T05:18:22Z
26953,2020-01-01,6842.9563175510875,DEPOSITO,41545422,55360732,2021-04-05T20:39:35Z,2021-05-01T20:39:35Z
66667,2022-04-06,5388.300700305467,DEPOSITO,92266968,25433349,2020-02-11T05:38:28Z,2020-02-20T05:38:28Z
33364,2021-09-02,5728.777679383994,RETIRO,40386824,50509975,2021-01-05T18:47:47Z,2021-01-07T18:47:47Z
70387,2022-01-19,2255.5255106427194,TRANSFERENCIA,68654483,19452702,2020-06-22T07:30:42Z,2020-07-14T07:30:42Z
86936,2020-02-24,8478.915922637527,RETIRO,70854237,21588206,2021-01-22T19:44:26Z,2021-02-13T19:44:26Z
71072,2022-12-19,5618.373188735331,TRANSFERENCIA,85638075,66273535,2020-06-04T11:08:23Z,2020-06-11T11:08:23Z
41623,2020-10-04,7135.327670276359,RETIRO,86133451,29556426,2020-08-15T02:58:26Z,2020-09-03T02:58:26Z
23617,2021-11-15,9818.823527962892,DEPOSITO,95416110,70521746,2021-11-17T21:09:37Z,2021-12-16T21:09:37Z
64800,2022-07-03,4287.704590168576,RETIRO,66861122,50154600,2021-11-18T12:56:14Z,2021-11-20T12:56:14Z
98384,2021-10-11,8811.85546063832,DEPOSITO,30609434,53484443,2022-03-27T10:06:46Z,2022-04-03T10:06:46Z
57428,2022-12-10,82.73732927183889,TRANSFERENCIA,48246768,94109619,2021-10-25T20:28:52Z,2021-11-23T20:28:52Z
43828,2022-06-15,343.7388532250498,DEPOSITO,64591467,15669756,2021-04-05T11:13:46Z,2021-04-30T11:13:46Z
65018,2020-10-20,5906.896418070881,RETIRO,21051460,39475242,2021-03-10T17:37:29Z,2021-03-31T17:37:29Z
44429,2020-11-06,3121.3794614665844,TRANSFERENCIA,72822521,47864934,2022-03-16T15:30:36Z,2022-04-14T15:30:36Z
92846,2022-08-11,2490.2829045268054,RETIRO,97483286,46374319,2021-04-24T01:20:58Z,2021-05-12T01:20:58Z
5131,2022-11-21,2786.574218517496,RETIRO,65636417,47113169,2020-01-15T13:06:54Z,2020-01-23T13:06:54Z
54773,2020-10-21,3190.8453167597695,RETIRO,23237479,75944951,2020-01-05T12:26:10Z,2020-01-22T12:26:10Z
41809,2021-09-22,7292.187484472795,DEPOSITO,24431635,79550979,2022-07-30T22:11:29Z,2022-08-26T22:11:29Z
93255,2022-05-15,5696.267762587136,TRANSFERENCIA,43481563,19973232,2021-02-19T12:56:39Z,2021-02-21T12:56:39Z
67268,2022-08-13,7892.4693658677415,RETIRO,45644807,51159797,2020-10-24T23:50:24Z,2020-11-03T23:50:24Z
50513,2022-04-09,8303.663832552169,DEPOSITO,20020213,21791212,2021-10-27T10:13:05Z,2021-11-18T10:13:05Z
87361,2022-11-14,8430.919244419809,RETIRO,27417048,17359703,2021-01-01T09:26:32Z,2021-01-07T09:26:32Z
42114,2021-04-22,4152.295050257127,TRANSFERENCIA,77433273,20586109,2022-09-19T04:23:48Z,2022-10-13T04:23:48Z
26419,2020-12-29,4218.521229200944,DEPOSITO,69355692,93618127,2020-06-10T21:25:57Z,2020-07-05T21:25:57Z
80737,2022-06-03,9263.396142604433,RETIRO,26787952,11632277,2021-08-11T23:22:03Z,2021-08-15T23:22:03Z
82284,2020-10-12,6621.01831009806,RETIRO,79873871,34353821,2021-11-15T05:35:39Z,2021-11-20T05:35:39Z
4563,2022-06-17,813.8671679515963,DEPOSITO,79367921,95037080,2020-10-05T22:29:14Z,2020-10-31T22:29:14Z
8890,2020-10-05,5426.4476713837585,TRANSFERENCIA,81113773,27786947,2021-02-17T09:55:27Z,2021-02-26T09:55:27Z
85399,2022-06-26,3566.512523752721,TRANSFERENCIA,25585942,14093577,2021-10-24T12:52:25Z,2021-10-26T12:52:25Z
40720,2021-02-06,9874.475547266467,TRANSFERENCIA,15861150,17770662,2022-04-01T12:49:12Z,2022-04-10T12:49:12Z
9104,2021-11-11,146.4175105583028,DEPOSITO,94123133,57725545,2022-04-10T18:05:32Z,2022-04-11T18:05:32Z
68936,2021-04-01,6125.686921974874,DEPOSITO,36786861,61683470,2021-12-17T03:17:45Z,2022-01-05T03:17:45Z
79132,2022-04-05,7238.994713044593,RETIRO,98574052,23085253,2021-11-23T00:55:14Z,2021-12-02T00:55:14Z
14553,2020-07-19,2896.1786458599786,DEPOSITO,83078659,78246609,2020-12-12T21:57:55Z,2020-12-27T21:57:55Z
4410,2021-07-04,9736.678767382757,RETIRO,87970108,60758330,2021-06-10T20:53:02Z,2021-07-02T20:53:02Z
52027,2022-05-19,8596.770903946895,DEPOSITO,13795875,73754601,2022-01-27T08:24:59Z,2022-01-28T08:24:59Z
43225,2020-09-08,9157.371881448267,TRANSFERENCIA,88946323,80021699,2020-01-26T12:30:26Z,2020-02-07T12:30:26Z
96205,2021-05-25,202.1282729219693,TRANSFERENCIA,23291153,80861040,2021-12-02T13:42:05Z,2021-12-09T13:42:05Z
18702,2020-01-27,5703.022791634941,DEPOSITO,78495619,97320787,2022-03-24T03:30:16Z,2022-04-06T03:30:16Z
6035,2020-05-10,2953.5559171259215,DEPOSITO,53552444,99958482,2022-08-27T08:20:31Z,2022-09-11T08:20:31Z
73679,2020-05-15,8491.796063007272,TRANSFERENCIA,79302337,39364913,2020-08-08T18:05:49Z,2020-08-24T18:05:49Z
55061,2020-11-29,6332.1680725804745,TRANSFERENCIA,99248617,62405873,2021-12-04T15:45:12Z,2021-12-12T15:45:12Z
5704,2020-12-30,5393.381273167886,DEPOSITO,83331064,69396481,2022-06-16T08:40:49Z,2022-06-24T08:40:49Z
30392,2022-12-10,1154.7358150593009,TRANSFERENCIA,57552820,95337735,2022-06-20T15:33:40Z,2022-07-01T15:33:40Z
93485,2021-10-04,5406.825819814046,DEPOSITO,47899158,95152264,2020-11-20T03:50:30Z,2020-12-11T03:50:30Z
30956,2020-04-26,6322.722422100703,DEPOSITO,62889610,49800351,2022-08-30T22:57:40Z,2022-09-01T22:57:40Z
89334,2020-05-05,9559.563970008943,DEPOSITO,95427244,38807374,2020-01-11T19:45:52Z,2020-02-04T19:45:52Z
52316,2020-02-22,5854.659594134457,DEPOSITO,55770006,91897618,2021-12-29T19:30:23Z,2022-01-17T19:30:23Z
22573,2022-01-09,9674.332011439088,DEPOSITO,12851468,93604268,2022-10-26T16:55:29Z,2022-11-06T16:55:29Z
7952,2021-01-28,9616.445094910554,DEPOSITO,84075801,18963048,2021-01-10T15:15:40Z,2021-01-19T15:15:40Z
83544,2022-10-07,6505.501354977639,RETIRO,32118069,24100839,2021-11-23T10:44:32Z,2021-12-21T10:44:32Z
71628,2020-02-09,5064.020761339706,DEPOSITO,82330330,40178010,2020-10-30T19:29:33Z,2020-11-24T19:29:33Z
34382,2021-09-12,4665.557220822233,DEPOSITO,67692712,58540921,2020-09-19T16:31:29Z,2020-09-25T16:31:29Z
41471,2020-04-23,8904.881825546669,RETIRO,40876731,13414424,2021-02-07T12:13:53Z,2021-02-11T12:13:53Z
7582,2021-04-30,292.28426288785005,TRANSFERENCIA,63845734,10386342,2022-02-15T02:10:37Z,2022-02-18T02:10:37Z
87648,2021-10-25,1146.9438982554798,DEPOSITO,40954676,36652713,2022-01-02T21:04:30Z,2022-01-29T21:04:30Z
94319,2021-12-20,1029.6965739003272,DEPOSITO,76588132,84431199,2020-12-20T16:23:13Z,2020-12-24T16:23:13Z
81619,2022-11-06,7571.783897959337,RETIRO,53453141,49139915,2021-07-18T22:43:17Z,2021-08-04T22:43:17Z
40581,2020-11-28,3403.113728286822,TRANSFERENCIA,60679238,98599024,2020-06-29T09:38:29Z,2020-07-23T09:38:29Z
94749,2022-12-11,6383.305761959603,DEPOSITO,10541772,28464547,2021-06-21T13:13:41Z,2021-06-30T13:13:41Z
92210,2022-12-30,6041.79120938723,DEPOSITO,45752583,95381451,2021-11-05T10:18:31Z,2021-11-16T10:18:31Z
70578,2022-04-20,3864.421417727891,RETIRO,21420803,74121585,2020-01-05T09:14:17Z,2020-01-30T09:14:17Z
84312,2020-06-29,5320.361545201562,TRANSFERENCIA,73067082,87413935,2021-12-31T17:14:55Z,2022-01-11T17:14:55Z
7210,2021-05-23,6454.933950380884,TRANSFERENCIA,94555803,90178546,2022-11-11T23:43:50Z,2022-11-18T23:43:50Z
9691,2020-12-12,9410.093795482602,TRANSFERENCIA,73761081,32001903,2020-04-22T07:23:19Z,2020-05-03T07:23:19Z
39856,2020-03-22,5760.584387881205,TRANSFERENCIA,59379569,54488562,2020-09-26T08:16:43Z,2020-10-22T08:16:43Z
51474,2020-05-30,6147.53144256546,RETIRO,55235697,88296429,2020-12-19T23:27:36Z,2021-01-04T23:27:36Z
96935,2022-12-07,687.879618860717,RETIRO,48635864,46213732,2021-11-13T17:13:17Z,2021-11-17T17:13:17Z
1345,2021-07-13,9522.635989453518,DEPOSITO,11114289,81497849,2022-01-22T04:59:27Z,2022-02-03T04:59:27Z
16621,2022-12-06,5285.538459814768,DEPOSITO,77013806,95113738,2022-06-22T20:25:57Z,2022-07-07T20:25:57Z
29335,2021-09-09,8014.721464400619,RETIRO,69543241,82601114,2020-05-22T01:06:30Z,2020-06-17T01:06:30Z
38987,2021-07-13,512.4077208424169,TRANSFERENCIA,85814892,34278012,2022-10-07T18:11:52Z,2022-10-15T18:11:52Z
17571,2021-12-04,4214.892256013539,DEPOSITO,10143880,64391481,2021-07-14T15:54:49Z,2021-07-30T15:54:49Z
61097,2022-01-01,2577.184836935489,DEPOSITO,22629385,23282173,2020-10-30T22:06:32Z,2020-11-17T22:06:32Z
52215,2020-06-06,2677.0892278990136,TRANSFERENCIA,59723777,26197344,2021-10-31T21:08:44Z,2021-11-21T21:08:44Z
87702,2020-11-03,7916.622762309685,DEPOSITO,62173478,22262619,2021-12-04T15:54:35Z,2021-12-31T15:54:35Z
89891,2021-10-19,6242.428585435847,RETIRO,54715053,91504519,2021-07-24T22:03:27Z,2021-08-07T22:03:27Z
41334,2021-05-20,4403.055665310052,RETIRO,54245957,85633079,2020-08-30T02:31:56Z,2020-09-04T02:31:56Z
44193,2021-09-03,115.75153846807024,DEPOSITO,79851456,37746705,2021-01-31T22:26:01Z,2021-02-16T22:26:01Z
91520,2022-12-07,9649.630150025843,RETIRO,17892990,25687754,2020-04-28T23:21:55Z,2020-05-17T23:21:55Z
